lineage	nuc_muts	spike_muts	s1_muts	s2_muts	ntd_muts	rbd_muts	orf1ab_muts	accessory_muts
BA.5.2.11	92.	36.	36.	0.	11.	21.	12.	12.
BA.5.2.12	90.	36.	36.	0.	11.	21.	12.	12.
BA.5.2.13	92.	37.	37.	0.	11.	22.	13.	11.
BA.5.2.14	94.	38.	38.	0.	12.	22.	13.	11.
BA.5.2.16	91.	36.	36.	0.	11.	21.	13.	11.5
BA.5.2.18	90.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.19	90.	36.	36.	0.	11.	21.	12.	12.
BA.5.2.2	89.	36.	36.	0.	11.	21.	13.	12.
BA.5.2.20	90.	36.	36.	0.	11.	21.	12.	11.
BA.5.2.21	90.	36.	36.	0.	11.	21.	12.	11.
BA.5.2.22	90.	36.	36.	0.	11.	21.	13.	11.
BA.5.2.23	90.	38.	38.	0.	12.	22.	11.	11.
BA.5.2.24	90.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.25	93.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.26	88.	36.	36.	0.	11.	21.	12.	12.
BA.5.2.27	90.	36.	36.	0.	11.	21.	13.	11.
BA.5.2.28	90.	36.	36.	0.	11.	21.	13.	11.
BA.5.2.29	91.	36.	36.	0.	11.	21.	13.	11.
BA.5.2.3	91.	36.	36.	0.	11.	21.	13.	11.
BA.5.2.30	91.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.31	90.	37.	37.	0.	12.	21.	12.	11.
BA.5.2.32	92.	37.	37.	0.	11.	22.	12.	12.
BA.5.2.33	90.	36.	36.	0.	11.	21.	12.	12.
BA.5.2.34	92.	37.	37.	0.	11.	22.	13.	11.
BA.5.2.35	93.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.36	90.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.37	91.	37.	37.	0.	12.	21.	12.	11.
BA.5.2.38	90.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.39	97.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.4	87.	37.	37.	0.	11.	21.	11.	11.
BA.5.2.40	92.	37.	37.	0.	11.	22.	13.	11.
BA.5.2.41	91.	37.	37.	0.	11.	22.	13.	11.
BA.5.2.42	97.	37.	37.	0.	11.	22.	15.	11.
BA.5.2.43	93.	38.	38.	0.	11.	23.	13.	11.
BA.5.2.44	90.	36.	36.	0.	11.	21.	13.	11.
BA.5.2.45	94.	37.	37.	0.	11.	22.	12.	12.
BA.5.2.46	94.	38.	38.	0.	11.	23.	13.	11.
BA.5.2.47	92.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.48	93.	36.	36.	0.	11.	21.	12.	11.
BA.5.2.49	93.	36.	36.	0.	11.	21.	13.	11.
BA.5.2.5	92.	36.	36.	0.	11.	21.	14.	11.
BA.5.2.50	91.	36.	36.	0.	11.	21.	14.	11.
BA.5.2.51	92.	37.	37.	0.	11.	22.	13.	11.
BA.5.2.52	91.	37.	37.	0.	11.	22.	13.	11.
BA.5.2.53	91.	37.	37.	0.	11.	21.	12.	11.
BA.5.2.54	91.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.55	90.	36.	36.	0.	11.	21.	12.	11.
BA.5.2.56	91.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.57	90.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.58	93.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.59	91.	36.	36.	0.	11.	21.	12.	11.
BA.5.2.6	90.	37.	37.	0.	11.	22.	12.	11.
BA.5.2.60	92.	37.	37.	0.	11.	22.	14.	11.
BA.5.2.61	92.	37.	37.	0.	11.	22.	13.	11.
BA.5.2.62	90.	37.	37.	0.	11.	21.	12.	11.
BA.5.2.63	97.	38.	38.	0.	11.	23.	14.	12.
BA.5.2.7	92.	37.	37.	0.	11.	22.	13.	11.
BA.5.2.8	91.	36.	36.	0.	11.	21.	13.	11.
BA.5.2.9	88.	36.	36.	0.	11.	21.	12.	11.
BA.5.3	83.	36.	36.	0.	11.	21.	12.	11.
BA.5.3.1	84.	36.	36.	0.	11.	21.	12.	12.
BA.5.3.2	85.	36.	36.	0.	11.	21.	13.	11.
BA.5.3.3	85.	36.	36.	0.	11.	21.	13.	11.
BA.5.3.4	85.	36.	36.	0.	11.	21.	13.	11.
BA.5.3.5	86.	37.	37.	0.	11.	22.	12.	11.
BA.5.5	83.	37.	37.	0.	12.	21.	11.	11.
BA.5.5.1	86.	38.	38.	0.	12.	22.	11.	12.
BA.5.5.2	86.	37.	37.	0.	12.	21.	12.	11.
BA.5.5.3	87.	37.	37.	0.	12.	21.	13.	11.
BA.5.6	86.	36.	36.	0.	11.	21.	13.	11.
BA.5.6.1	88.	36.	36.	0.	11.	21.	14.	11.
BA.5.6.2	88.	37.	37.	0.	11.	22.	13.	11.
BA.5.6.3	89.	37.	37.	0.	11.	22.	14.	11.
BA.5.6.4	90.	37.	37.	0.	11.	22.	14.	11.
BA.5.7	89.	36.	36.	0.	11.	21.	14.	12.
BA.5.8	87.	36.	36.	0.	11.	21.	14.	11.
BA.5.9	88.	37.	37.	0.	11.	22.	12.	11.
BB.2	43.	7.	7.	0.	2.	3.	11.	6.
BC.1	59.	27.	27.	0.	5.	17.	9.	7.
BC.2	60.	26.	26.	0.	4.	17.	11.	7.
BD.1	60.	26.	26.	0.	4.	16.	9.	7.
BE.1	85.	36.	36.	0.	11.	21.	13.	12.
BE.10	93.	38.	38.	0.	11.	23.	15.	12.
BE.1.1	87.	36.	36.	0.	11.	21.	14.	12.
BE.11	87.	36.	36.	0.	11.	21.	12.	12.
BE.1.1.1	89.	37.	37.	0.	11.	22.	14.	12.
BE.1.1.2	89.	36.	36.	0.	11.	21.	14.	12.
BE.1.2	88.	37.	37.	0.	11.	22.	13.	12.
BE.12	89.	36.	36.	0.	11.	21.	12.	12.
BE.1.2.1	91.	38.	38.	0.	11.	23.	14.	12.
BE.1.3	89.	37.	37.	0.	12.	21.	15.	13.
BE.13	94.	38.	38.	0.	11.	23.	13.	13.
BE.1.4	87.	36.	36.	0.	11.	21.	14.	12.
BE.1.4.1	90.	36.	36.	0.	11.	21.	14.	12.
BE.1.4.2	93.	37.	37.	0.	11.	22.	16.	13.
BE.1.4.3	93.	37.	37.	0.	11.	22.	14.	13.
BE.1.4.4	88.	37.	37.	0.	12.	21.	14.	12.
BE.2	87.	36.	36.	0.	11.	21.	13.	12.
BE.3	87.	36.	36.	0.	11.	21.	13.	13.
BE.4	87.	36.	36.	0.	11.	21.	13.	12.
BE.4.1	91.	38.	38.	0.	12.	22.	14.	12.
BE.4.1.1	92.	39.	39.	0.	12.	23.	14.	12.
BE.4.2	91.	38.	38.	0.	11.	23.	13.	12.
BE.5	84.	36.	36.	0.	11.	21.	12.	12.
BE.6	87.	37.	37.	0.	11.	22.	12.	12.
BE.7	87.	37.	37.	0.	11.	22.	12.	12.
BE.8	90.	37.	37.	0.	11.	22.	12.	14.
BE.9	87.	38.	38.	0.	11.	23.	12.	12.
BF.1	90.	36.	36.	0.	11.	21.	12.	11.
BF.10	89.	36.	36.	0.	11.	21.	12.	12.
BF.10.1	93.	38.	38.	0.	11.	23.	12.	12.
BF.1.1	96.	36.	36.	0.	11.	21.	17.	11.
BF.11	90.	37.	37.	0.	11.	22.	11.	11.
BF.11.1	91.	37.	37.	0.	11.	22.	11.	11.
BF.11.2	97.	38.	38.	0.	12.	22.	12.	11.
BF.11.3	92.	37.	37.	0.	11.	22.	12.	11.
BF.11.4	91.	37.	37.	0.	11.	22.	11.	11.
BF.11.5	94.	37.	37.	0.	11.	22.	12.	12.
BF.12	87.	37.	37.	0.	11.	22.	11.	11.
BF.13	93.	37.	37.	0.	11.	22.	13.	11.
BF.14	88.	37.	37.	0.	11.	22.	12.	11.
BF.15	90.	37.	37.	0.	12.	21.	11.	12.
BF.16	90.	37.	37.	0.	11.	22.	11.	11.
BF.17	88.	36.	36.	0.	11.	21.	12.	11.
BF.18	87.	36.	36.	0.	11.	21.	11.	12.
BF.19	90.	37.	37.	0.	12.	21.	11.	12.
BF.2	88.	36.	36.	0.	11.	21.	12.	11.
BF.20	90.	36.	36.	0.	11.	21.	12.	12.
BF.21	92.	36.	36.	0.	11.	21.	14.	13.
BF.22	92.	36.	36.	0.	11.	21.	11.	13.
BF.23	90.	36.	36.	0.	11.	21.	12.	11.
BF.24	90.	36.	36.	0.	11.	21.	12.	11.
BF.25	90.	37.	37.	0.	11.	22.	11.	11.
BF.26	90.	36.	36.	0.	11.	21.	12.	11.
BF.27	90.	36.	36.	0.	11.	21.	12.	12.
BF.28	88.	36.	36.	0.	11.	21.	12.	11.
BF.29	90.	36.	36.	0.	11.	21.	11.	12.
BF.3	89.	37.	37.	0.	11.	21.	11.	11.
BF.30	93.	37.	37.	0.	11.	22.	13.	12.
BF.3.1	91.	38.	38.	0.	11.	22.	11.	11.
BF.31	87.	36.	36.	0.	11.	21.	11.	11.
BF.31.1	92.	37.	37.	0.	12.	21.	11.	11.
BF.32	92.	37.	37.	0.	11.	22.	13.	11.
BF.33	91.	38.	38.	0.	11.	23.	13.	11.
BF.34	92.	38.	38.	0.	11.	22.	11.	12.
BF.35	96.	37.	37.	0.	11.	22.	14.	12.
BF.36	90.	36.	36.	0.	11.	21.	14.	11.
BF.37	92.	37.	37.	0.	11.	22.	12.	11.
BF.38	89.	36.	36.	0.	11.	21.	11.	11.
BF.38.1	92.	36.	36.	0.	11.	21.	11.	11.
BF.38.2	91.	37.	37.	0.	11.	22.	12.	11.
BF.38.3	95.	36.	36.	0.	11.	21.	11.	12.
BF.39	88.	37.	37.	0.	12.	21.	11.	11.
BF.39.1	94.	39.	39.	0.	12.	23.	12.	11.
BF.4	87.	37.	37.	0.	12.	21.	11.	11.
BF.40	91.	37.	37.	0.	11.	22.	11.	11.
BF.41	87.	36.	36.	0.	11.	21.	11.	12.
BF.41.1	91.	37.	37.	0.	11.	22.	13.	12.
BF.42	98.	36.	36.	0.	11.	21.	16.	12.
BF.5	91.	36.	36.	0.	11.	21.	11.	12.
BF.5.1	94.	37.	37.	0.	11.	22.	12.	12.
BF.5.2	100.	37.	37.	0.	11.	22.	12.	12.
BF.5.3	114.	36.	36.	0.	11.	21.	18.	13.
BF.5.4	95.	36.	36.	0.	11.	21.	13.	12.
BF.5.5	93.	37.	37.	0.	12.	21.	11.	12.
BF.6	88.	37.	37.	0.	12.	21.	11.	11.
BF.7	91.	37.	37.	0.	11.	22.	11.	11.
BF.7.1	92.	38.	38.	0.	12.	22.	11.	11.
BF.7.10	94.	37.	37.	0.	11.	22.	11.	11.
BF.7.11	94.	37.	37.	0.	11.	22.	11.	11.
BF.7.12	92.	37.	37.	0.	11.	22.	11.	11.
BF.7.13	93.	37.	37.	0.	11.	22.	13.	11.
BF.7.13.1	96.	39.	39.	0.	11.	23.	13.	11.
BF.7.13.2	97.	38.	38.	0.	11.	22.	13.	11.
BF.7.14	96.	37.	37.	0.	11.	22.	13.	12.
BF.7.14.1	98.	37.	37.	0.	11.	22.	15.	12.
BF.7.14.2	98.	38.	38.	0.	12.	22.	13.	12.
BF.7.14.3	99.	38.	38.	0.	11.	22.	13.	12.
BF.7.14.4	99.	37.	37.	0.	11.	22.	14.	12.
BF.7.14.5	98.	37.	37.	0.	11.	22.	13.	12.
BF.7.14.6	99.	37.	37.	0.	11.	22.	13.	12.
BF.7.14.7	99.	37.	37.	0.	11.	22.	13.	12.
BF.7.15	93.	38.	38.	0.	12.	22.	12.	11.
BF.7.16	93.	37.	37.	0.	11.	22.	12.	11.
BF.7.16.1	96.	37.	37.	0.	11.	22.	13.	11.
BF.7.17	95.	37.	37.	0.	11.	22.	13.	11.
BF.7.18	93.	38.	38.	0.	12.	22.	11.	11.
BF.7.19	92.	37.	37.	0.	11.	22.	11.	12.
BF.7.19.1	97.	37.	37.	0.	11.	22.	11.	13.
BF.7.2	94.	38.	38.	0.	11.	23.	11.	12.
BF.7.20	92.	37.	37.	0.	11.	22.	11.	11.
BF.7.21	93.	37.	37.	0.	11.	22.	11.	11.
BF.7.22	94.	37.	37.	0.	11.	22.	11.	12.
BF.7.23	92.	37.	37.	0.	11.	22.	12.	11.
BF.7.24	92.	37.	37.	0.	11.	22.	11.	11.
BF.7.26	92.	37.	37.	0.	11.	22.	11.	11.
BF.7.27	94.	37.	37.	0.	11.	22.	12.	12.
BF.7.3	95.	38.	38.	0.	12.	22.	11.	11.
BF.7.4	93.	37.	37.	0.	11.	22.	11.	12.
BF.7.4.1	97.	37.	37.	0.	11.	22.	12.	12.
BF.7.4.2	98.	37.	37.	0.	11.	22.	13.	12.
BF.7.4.3	99.	38.	38.	0.	12.	22.	12.	14.
BF.7.5	94.	37.	37.	0.	11.	22.	12.	11.
BF.7.5.1	98.	38.	38.	0.	12.	22.	13.	12.
BF.7.6	94.	37.	37.	0.	11.	22.	11.	12.
BF.7.7	95.	38.	38.	0.	12.	22.	11.	11.
BF.7.8	92.	37.	37.	0.	11.	22.	11.	11.
BF.7.9	94.	38.	38.	0.	11.	22.	11.	11.
BF.8	87.	36.	36.	0.	11.	21.	11.	12.
BF.9	93.	36.	36.	0.	11.	21.	14.	11.
BG.1	80.	34.	34.	0.	11.	19.	14.	9.
BG.2	85.	34.	34.	0.	11.	19.	13.	12.
BG.3	79.	34.	34.	0.	11.	19.	13.	9.
BG.4	82.	34.	34.	0.	11.	19.	14.	10.
BG.5	79.	34.	34.	0.	11.	19.	13.	9.
BG.6	80.	34.	34.	0.	11.	19.	13.	9.
BG.7	84.	34.	34.	0.	11.	19.	16.	9.
BH.1	82.	38.	38.	0.	12.	22.	14.	9.
BJ.1	96.	44.	44.	0.	15.	25.	15.	12.
BK.1	88.	36.	36.	0.	11.	21.	13.	11.
BL.1	90.	44.	44.	0.	16.	23.	16.	10.
BL.1.1	93.	45.	45.	0.	16.	23.	16.	10.
BL.1.2	94.	46.	46.	0.	17.	23.	16.	10.
BL.1.3	95.	45.	45.	0.	16.	24.	18.	10.
BL.1.4	95.	45.	45.	0.	16.	24.	17.	11.
BL.1.5	94.	45.	45.	0.	16.	24.	16.	10.
BL.2	92.	44.	44.	0.	16.	23.	16.	10.
BL.2.1	94.	45.	45.	0.	17.	23.	17.	10.
BL.3	92.	43.	43.	0.	16.	22.	17.	10.
BL.4	92.	43.	43.	0.	16.	22.	16.	11.
BL.5	98.	44.	44.	0.	16.	23.	17.	12.
BL.6	98.	45.	45.	0.	16.	24.	17.	10.
BM.1	90.	43.	43.	0.	16.	23.	17.	10.
BM.1.1	91.	44.	44.	0.	16.	24.	17.	10.
BM.1.1.1	93.	45.	45.	0.	16.	25.	17.	10.
BM.1.1.2	100.	44.	44.	0.	16.	24.	20.	11.
BM.1.1.3	94.	44.	44.	0.	16.	24.	17.	10.
BM.1.1.4	97.	46.	46.	0.	16.	25.	19.	10.
BM.1.1.5	95.	46.	46.	0.	17.	25.	17.	11.
BM.2	90.	43.	43.	0.	16.	23.	17.	10.
BM.2.1	94.	44.	44.	0.	16.	24.	17.	10.
BM.2.2	98.	44.	44.	0.	16.	24.	18.	10.
BM.2.3	94.	46.	46.	0.	17.	25.	17.	10.
BM.3	91.	42.	42.	0.	16.	22.	18.	10.
BM.4	90.	42.	42.	0.	16.	22.	18.	10.
BM.4.1	91.	43.	43.	0.	16.	23.	18.	10.
BM.4.1.1	92.	44.	44.	0.	16.	24.	18.	10.
BM.5	91.	43.	43.	0.	16.	23.	17.	10.
BM.6	96.	44.	44.	0.	17.	23.	18.	11.
BN.1	93.	45.	45.	0.	16.	25.	16.	10.
BN.1.1	95.	46.	46.	0.	16.	26.	16.	10.
BN.1.10	94.	46.	46.	0.	17.	25.	16.	10.
BN.1.1.1	96.	47.	47.	0.	17.	26.	16.	10.
BN.1.11	100.	46.	46.	0.	17.	25.	17.	10.
BN.1.2	95.	45.	45.	0.	16.	25.	16.	11.
BN.1.2.1	98.	46.	46.	0.	16.	26.	17.	11.
BN.1.2.2	96.	45.	45.	0.	16.	25.	16.	11.
BN.1.2.3	96.	45.	45.	0.	16.	25.	16.	11.
BN.1.2.4	96.	45.	45.	0.	16.	25.	17.	11.
BN.1.2.5	98.	45.	45.	0.	16.	25.	16.	11.
BN.1.2.6	97.	45.	45.	0.	16.	25.	17.	11.
BN.1.2.7	98.	45.	45.	0.	16.	25.	16.	12.
BN.1.2.8	98.	45.	45.	0.	16.	25.	16.	11.
BN.1.3	95.5	45.	45.	0.	16.	25.	17.	11.
BN.1.3.1	98.	45.	45.	0.	16.	25.	18.	11.
BN.1.3.10	98.	45.	45.	0.	16.	25.	19.	11.
BN.1.3.11	102.	45.	45.	0.	16.	25.	20.	11.
BN.1.3.12	98.	45.	45.	0.	16.	25.	18.	11.
BN.1.3.13	100.	46.	46.	0.	16.	26.	18.	11.
BN.1.3.2	98.	46.	46.	0.	16.	26.	19.	11.
BN.1.3.3	98.	46.	46.	0.	17.	25.	17.	12.
BN.1.3.4	98.	46.	46.	0.	16.	26.	17.	11.
BN.1.3.5	98.	45.	45.	0.	16.	25.	18.	12.
BN.1.3.6	98.	45.	45.	0.	16.	25.	18.	12.
BN.1.3.7	98.	45.	45.	0.	16.	25.	19.	11.
BN.1.3.8	97.	45.	45.	0.	16.	25.	18.	11.
BN.1.3.9	97.	46.	46.	0.	17.	25.	18.	11.
BN.1.4	94.	45.	45.	0.	16.	25.	16.	10.
BN.1.4.1	106.	47.	47.	0.	17.	25.	19.	13.
BN.1.4.2	100.	45.	45.	0.	16.	25.	20.	11.
BN.1.4.3	98.	45.	45.	0.	16.	25.	19.	10.
BN.1.4.4	97.	45.	45.	0.	16.	25.	18.	10.
BN.1.4.5	101.	45.	45.	0.	16.	25.	17.	10.
BN.1.5	95.	45.	45.	0.	16.	25.	18.	10.
BN.1.5.1	99.	46.	46.	0.	16.	26.	18.	10.
BN.1.5.2	98.	46.	46.	0.	16.	26.	18.	10.
BN.1.6	95.	45.	45.	0.	16.	25.	16.	11.
BN.1.7	96.	48.	48.	0.	19.	25.	16.	10.
BN.1.8	97.	46.	46.	0.	16.	26.	16.	10.
BN.1.9	95.	45.	45.	0.	16.	25.	16.	11.
BN.2	92.	43.	43.	0.	16.	23.	16.	11.
BN.2.1	94.	45.	45.	0.	17.	24.	16.	11.
BN.3	94.	44.	44.	0.	16.	24.	19.	10.
BN.3.1	97.	45.	45.	0.	16.	25.	21.	10.
BN.4	91.	44.	44.	0.	16.	24.	17.	10.
BN.5	90.	43.	43.	0.	16.	23.	17.	10.
BN.6	91.	43.	43.	0.	16.	23.	17.	10.
BP.1	86.	37.	37.	0.	11.	21.	16.	12.
BQ.1	92.	38.	38.	0.	11.	23.	15.	12.
BQ.1.1	94.	39.	39.	0.	11.	24.	16.	13.
BQ.1.10	92.	38.	38.	0.	11.	23.	15.	12.
BQ.1.10.1	95.	39.	39.	0.	12.	23.	16.	12.
BQ.1.10.2	96.	39.	39.	0.	11.	24.	16.	12.
BQ.1.10.3	97.	39.	39.	0.	12.	23.	15.	13.
BQ.1.1.1	95.	39.	39.	0.	11.	24.	17.	12.
BQ.1.11	92.	38.	38.	0.	11.	23.	15.	12.
BQ.1.1.10	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.11	94.	40.	40.	0.	11.	25.	16.	12.
BQ.1.11.1	97.	38.	38.	0.	11.	23.	17.	12.
BQ.1.1.12	95.	40.	40.	0.	11.	25.	17.	12.
BQ.1.1.13	94.	39.	39.	0.	11.	24.	16.	13.
BQ.1.1.14	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.15	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.16	94.	40.	40.	0.	11.	24.	16.	12.
BQ.1.1.17	94.	39.	39.	0.	11.	24.	17.	12.
BQ.1.1.18	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.19	94.	39.	39.	0.	11.	24.	16.	13.
BQ.1.1.2	95.	40.	40.	0.	12.	24.	16.	13.
BQ.1.12	92.	38.	38.	0.	11.	23.	15.	12.
BQ.1.1.20	95.	39.	39.	0.	11.	24.	16.	13.
BQ.1.1.21	95.	39.	39.	0.	11.	24.	16.	13.
BQ.1.1.22	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.23	96.	39.	39.	0.	11.	24.	16.	13.
BQ.1.1.24	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.25	94.	40.	40.	0.	11.	25.	16.	12.
BQ.1.1.26	96.	40.	40.	0.	11.	25.	16.	13.
BQ.1.1.27	96.	40.	40.	0.	12.	24.	17.	12.
BQ.1.1.28	96.	40.	40.	0.	12.	24.	17.	12.
BQ.1.1.29	96.	40.	40.	0.	11.	24.	17.	12.
BQ.1.1.3	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.13	93.	38.	38.	0.	11.	23.	16.	12.
BQ.1.1.30	95.	40.	40.	0.	11.	25.	16.	12.
BQ.1.1.31	94.	40.	40.	0.	12.	24.	16.	12.
BQ.1.13.1	97.	39.	39.	0.	12.	23.	16.	12.
BQ.1.1.32	94.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.34	95.	40.	40.	0.	11.	25.	16.	12.
BQ.1.1.35	97.	40.	40.	0.	12.	24.	17.	12.
BQ.1.1.36	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.37	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.38	96.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.39	100.	42.	42.	0.	14.	24.	16.	12.
BQ.1.1.4	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.14	92.	38.	38.	0.	11.	23.	15.	12.
BQ.1.1.40	94.	39.	39.	0.	11.	24.	16.	13.
BQ.1.1.41	97.	40.	40.	0.	12.	24.	17.	12.
BQ.1.1.42	95.	39.	39.	0.	11.	24.	17.	12.
BQ.1.1.43	98.	40.	40.	0.	11.	24.	16.	13.
BQ.1.1.44	94.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.45	94.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.46	95.	40.	40.	0.	12.	24.	16.	13.
BQ.1.1.47	95.	40.	40.	0.	12.	24.	17.	12.
BQ.1.1.48	95.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.49	96.	39.	39.	0.	11.	24.	17.	12.
BQ.1.1.5	96.	39.	39.	0.	11.	24.	18.	12.
BQ.1.15	92.	38.	38.	0.	11.	23.	16.	12.
BQ.1.1.50	96.	39.	39.	0.	11.	24.	18.	12.
BQ.1.1.51	95.	39.	39.	0.	11.	24.	16.	13.
BQ.1.15.1	95.	38.	38.	0.	11.	23.	17.	12.
BQ.1.1.52	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.15.2	94.	38.	38.	0.	11.	23.	17.	12.
BQ.1.1.53	94.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.54	98.	40.	40.	0.	12.	24.	16.	13.
BQ.1.1.55	95.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.56	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.57	95.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.58	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.59	96.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.6	94.	39.	39.	0.	11.	24.	17.	12.
BQ.1.16	94.	38.	38.	0.	11.	23.	17.	12.
BQ.1.1.60	95.	39.	39.	0.	11.	24.	16.	13.
BQ.1.1.61	96.	40.	40.	0.	11.	24.	16.	13.
BQ.1.1.62	96.	40.	40.	0.	11.	24.	16.	13.
BQ.1.1.63	96.	40.	40.	0.	12.	24.	17.	12.
BQ.1.1.64	96.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.65	95.	40.	40.	0.	12.	24.	16.	13.
BQ.1.1.66	95.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.67	96.	40.	40.	0.	12.	24.	18.	12.
BQ.1.1.68	95.	39.	39.	0.	11.	24.	17.	12.
BQ.1.1.69	94.	39.	39.	0.	11.	24.	17.	12.
BQ.1.1.7	94.	39.	39.	0.	11.	24.	17.	12.
BQ.1.17	93.	39.	39.	0.	11.	24.	15.	12.
BQ.1.1.70	95.	39.	39.	0.	11.	24.	17.	13.
BQ.1.1.71	101.	42.	42.	0.	13.	25.	16.	12.
BQ.1.1.72	94.	39.	39.	0.	11.	24.	17.	12.
BQ.1.1.73	97.	41.	41.	0.	13.	24.	16.	12.
BQ.1.1.74	94.	40.	40.	0.	12.	24.	16.	12.
BQ.1.1.75	100.	41.	41.	0.	12.	25.	16.	13.
BQ.1.1.76	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.1.77	95.	39.	39.	0.	11.	24.	17.	12.
BQ.1.1.78	99.	39.	39.	0.	11.	24.	18.	12.
BQ.1.1.79	98.	40.	40.	0.	11.	24.	16.	12.
BQ.1.1.8	95.	39.	39.	0.	11.	24.	18.	12.
BQ.1.18	94.	39.	39.	0.	11.	24.	16.	13.
BQ.1.1.9	94.	40.	40.	0.	12.	24.	16.	12.
BQ.1.19	93.	40.	40.	0.	11.	24.	15.	12.
BQ.1.2	92.	39.	39.	0.	11.	23.	15.	12.
BQ.1.20	92.	39.	39.	0.	11.	24.	15.	12.
BQ.1.2.1	98.	39.	39.	0.	11.	23.	16.	13.
BQ.1.21	95.	39.	39.	0.	11.	24.	16.	12.
BQ.1.2.2	99.	43.	43.	0.	13.	25.	15.	13.
BQ.1.22	95.	39.	39.	0.	11.	24.	16.	12.
BQ.1.2.3	93.	39.	39.	0.	11.	23.	15.	13.
BQ.1.23	93.	38.	38.	0.	11.	23.	16.	12.
BQ.1.24	94.	40.	40.	0.	12.	24.	15.	13.
BQ.1.25	96.	39.	39.	0.	11.	24.	15.	12.
BQ.1.25.1	98.	39.	39.	0.	11.	24.	15.	13.
BQ.1.26	93.	38.	38.	0.	11.	23.	15.	14.
BQ.1.26.1	97.	38.	38.	0.	11.	23.	16.	15.
BQ.1.26.2	95.	39.	39.	0.	12.	23.	15.	14.
BQ.1.27	94.	39.	39.	0.	11.	24.	16.	12.
BQ.1.28	98.	38.	38.	0.	11.	23.	17.	13.
BQ.1.29	97.	39.	39.	0.	11.	23.	17.	13.
BQ.1.3	93.	39.	39.	0.	11.	23.	16.	12.
BQ.1.30	99.	39.	39.	0.	11.	24.	15.	12.
BQ.1.3.1	95.	39.	39.	0.	11.	23.	16.	12.
BQ.1.31	92.	39.	39.	0.	12.	23.	15.	12.
BQ.1.3.2	94.	39.	39.	0.	11.	23.	17.	12.
BQ.1.32	96.	39.	39.	0.	12.	23.	15.	14.
BQ.1.33	94.	40.	40.	0.	13.	23.	15.	12.
BQ.1.4	98.	39.	39.	0.	12.	23.	16.	13.
BQ.1.5	92.	38.	38.	0.	11.	23.	16.	12.
BQ.1.6	94.	38.	38.	0.	11.	23.	16.	12.
BQ.1.7	92.	39.	39.	0.	12.	23.	15.	12.
BQ.1.8	95.	38.	38.	0.	11.	23.	17.	12.
BQ.1.8.1	98.	39.	39.	0.	12.	23.	17.	12.
BQ.1.8.2	97.	38.	38.	0.	11.	23.	17.	12.
BQ.1.9	94.	39.	39.	0.	11.	24.	16.	12.
BQ.2	91.	38.	38.	0.	11.	23.	14.	12.
BR.1	94.	44.	44.	0.	16.	24.	16.	10.
BR.1.1	98.	45.	45.	0.	16.	24.	16.	10.
BR.1.2	97.	45.	45.	0.	16.	25.	17.	10.
BR.2	96.	45.	45.	0.	16.	25.	16.	10.
BR.2.1	97.	45.	45.	0.	16.	25.	16.	11.
BR.3	95.	44.	44.	0.	16.	24.	17.	10.
BR.4	96.	45.	45.	0.	16.	25.	16.	11.
BR.5	97.	45.	45.	0.	16.	24.	17.	10.
BR.5.1	101.	45.	45.	0.	16.	24.	19.	10.
